FUTURE_USE , Receive Time, Serial, Type, Threat/Content Type, FUTURE_USE, Generate Time, Virtual System, Source IP, Tag Name , Event ID, Repeat Count , Timeout, Data Source Name, Data Source Type, Data Source Subtype, Sequence Number, Action Flags, DG Hierarchy Level 1 , DG Hierarchy Level 2, DG Hierarchy Level 3, DG Hierarchy Level 4, Virtual System Name, Device Name, Virtual System ID, High Resolution Timestamp, Cluster Name
"FUTURE_USE","receive_time","serial","type","subtype","FUTURE_USE","time_generated","vsys","src","tag_name","eventid","repeatcnt","timeout","datasourcename","datasource_type","datasource_subtype","seqno","actionflags","dg_hier_level_1","dg_hier_level_2","dg_hier_level_3","dg_hier_level_4","vsys_name","device_name","vsys_id","high_res_timestamp","cluster_name"
